ID,District,Value,Status,Latitude,Longitude
WF120451,중구,770.9296697,참,37.5636559,126.9975097
WF190171,강서구,770.2497512,참,37.5509,126.8497
GB070002,강북구,769.3391776,참,37.6395,127.0255
WN003872,성동구,768.885965,참,37.5635,127.0365
YC150001,양천구,768.6012537,참,37.5171,126.8663
YC170030,양천구,768.1203022,참,37.5171,126.8663
SIGMUL016,강서구,767.6916359,참,37.5509,126.8497
EP120003,은평구,766.6635561,참,37.6024,126.9293
GN110085,강남구,764.9545206,참,37.5177,127.0473
GA070040,관악구,764.305275,참,37.4782,126.9518
GB060002,강북구,763.7367252,참,37.6395,127.0255
YC170072,양천구,763.1207263,참,37.5171,126.8663
WF190041,강남구,761.8539204,참,37.5177,127.0473
SDM050088,서대문구,761.0613595,참,37.5790747,126.9367861
GS120018,강서구,761.0210522,참,37.5509,126.8497
SB020045,성북구,759.7720295,참,37.59,127.0165
EP000077,은평구,759.6595231,참,37.6024,126.9293
DB050015,도봉구,759.1149594,참,37.6686,127.0466
EP070027,은평구,757.3588852,참,37.6024,126.9293
WF120333,중구,757.1854924,참,37.5636559,126.9975097
EP000003,은평구,757.1111198,참,37.6024,126.9293
WF110103,중구,757.0551094,참,37.5636559,126.9975097
YC130008,양천구,756.3927494,참,37.5171,126.8663
SDM110014,서대문구,756.3679788,참,37.5790747,126.9367861
WF171781,금천구,756.0091395,참,37.4565,126.8954
MP020058,마포구,755.9259393,참,37.566571,126.9015317
GB070003,강북구,755.7674825,참,37.6395,127.0255
GN070043,강남구,755.5856565,참,37.5177,127.0473
GB030001,강북구,754.5356198,참,37.6395,127.0255
WF160069,마포구,754.5238554,참,37.566571,126.9015317
YDP180001,영등포구,753.7659646,참,37.5262,126.8959
YC160003,양천구,753.2499902,참,37.5171,126.8663
WN003875,성동구,753.2121739,참,37.5635,127.0365
JG090002,중구,753.1792026,참,37.5636559,126.9975097
YDP000036,영등포구,752.5955404,참,37.5262,126.8959
GN070086,강남구,752.5169654,참,37.5177,127.0473
WN003893,성동구,752.3746871,참,37.5635,127.0365
WF2020107,동대문구,751.8291456,참,37.5741982,127.0395092
YC060007,양천구,751.5825332,참,37.5171,126.8663
GS120055,강서구,751.3331774,참,37.5509,126.8497
GD130115,강동구,750.6894472,참,37.53,127.1237
YDP000046,영등포구,750.6537419,참,37.5262,126.8959
SIGMUL007,강서구,750.2532628,참,37.5509,126.8497
GA070039,관악구,750.2119839,참,37.4782,126.9518
WN003887,성동구,749.8546744,참,37.5635,127.0365
WN003863,성동구,749.7683827,참,37.5635,127.0365
WF190431,노원구,749.2314012,참,37.654,127.0567
WF190415,노원구,748.8198531,참,37.654,127.0567
SP260085,송파구,748.8113681,참,37.5145,127.1058
WF120420,중구,748.8043928,참,37.5636559,126.9975097
YS050001,용산구,748.193666,참,37.5323,126.99
GS100043,강서구,748.1382524,참,37.5509,126.8497
WN000700,도봉구,748.1018659,참,37.6686,127.0466
WF200098,은평구,748.0234122,참,37.6024,126.9293
GA070036,관악구,747.1048708,참,37.4782,126.9518
WF191030,은평구,746.759121,참,37.6024,126.9293
YC070003,양천구,746.6832695,참,37.5171,126.8663
SP260037,송파구,746.2833063,참,37.5145,127.1058
YC170073,양천구,746.0381539,참,37.5171,126.8663
NW160071,노원구,744.6952028,참,37.654,127.0567
WF181120,노원구,744.0160038,참,37.654,127.0567
GR030025,구로구,743.7731118,참,37.4951999,126.8877
GR010018,구로구,743.603371,참,37.4951999,126.8877
WF110051,중구,742.8550312,참,37.5636559,126.9975097
HT210027,중구,742.1967545,참,37.5636559,126.9975097
WF201099,강동구,742.09885,참,37.53,127.1237
YC100005,양천구,741.5966277,참,37.5171,126.8663
SB020021,성북구,741.3824635,참,37.59,127.0165
WF201853,강동구,740.2776739,참,37.53,127.1237
WN003897,성동구,739.828978,참,37.5635,127.0365
SD000442,성동구,739.7778805,참,37.5635,127.0365
WF200140,서초구,739.4097265,참,37.4835,127.0322
GB020005,강북구,739.1135469,참,37.6395,127.0255
GS150007,강서구,737.8175602,참,37.5509,126.8497
GD130048,강동구,737.5425332,참,37.53,127.1237
SD000433,성동구,736.8830499,참,37.5635,127.0365
WN003815,성동구,736.3703068,참,37.5635,127.0365
WF171013,종로구,736.1009817,참,37.5806949,126.9827989
WF191135,중구,736.0757776,참,37.5636559,126.9975097
MP010064,마포구,735.9281142,참,37.566571,126.9015317
WF190850,양천구,735.8889811,참,37.5171,126.8663
GA070083,관악구,735.6828061,참,37.4782,126.9518
WF200068,중구,735.6407289,참,37.5636559,126.9975097
YC090008,양천구,734.9679231,참,37.5171,126.8663
GB110022,강북구,734.3704893,참,37.6395,127.0255
SDM050070,서대문구,734.2188913,참,37.5790747,126.9367861
EP050007,은평구,733.1267829,참,37.6024,126.9293
GD130056,강동구,732.8044867,참,37.53,127.1237
YC020004,양천구,732.5276616,참,37.5171,126.8663
YS130001,용산구,732.2105138,참,37.5323,126.99
DDM000034,동대문구,731.8544737,참,37.5741982,127.0395092
WF191167,중랑구,730.9822744,참,37.6063,127.093
YS000062,용산구,730.5286248,참,37.5323,126.99
YC150014,양천구,730.0377886,참,37.5171,126.8663
WF120235,은평구,729.4196006,참,37.6024,126.9293
GR060049,구로구,728.3105951,참,37.4951999,126.8877
GA120001,관악구,728.2992385,참,37.4782,126.9518
WF190462,노원구,728.1501279,참,37.654,127.0567
GR040032,구로구,727.7913392,참,37.4951999,126.8877
YC170090,양천구,727.7576518,참,37.5171,126.8663
WF200097,은평구,727.5864066,참,37.6024,126.9293
GB040002,강북구,727.5224049,참,37.6395,127.0255
YDP200004,영등포구,727.3964369,참,37.5262,126.8959
WF190746,성동구,726.5393997,참,37.5635,127.0365
JG000004,중구,726.4580285,참,37.5636559,126.9975097
GN220009,강남구,725.4208504,참,37.5177,127.0473
WN003808,성동구,724.9541593,참,37.5635,127.0365
SB160004,성북구,724.8235604,참,37.59,127.0165
SC000053,서초구,724.6065349,참,37.4835,127.0322
SDM050087,서대문구,724.3184768,참,37.5790747,126.9367861
WF191174,중랑구,724.1861038,참,37.6063,127.093
WF110071,중구,724.183468,참,37.5636559,126.9975097
WF190562,동작구,724.0908453,참,37.5120999,126.9395
WN000673,도봉구,723.2575183,참,37.6686,127.0466
WF120178,성동구,722.3599988,참,37.5635,127.0365
SB090004,성북구,722.1294563,참,37.59,127.0165
WF110090,중구,721.827468,참,37.5636559,126.9975097
NW040006,노원구,720.4741414,참,37.654,127.0567
WN003849,성동구,720.3388111,참,37.5635,127.0365
WF190560,동작구,719.798881,참,37.5120999,126.9395
WF120384,중구,719.7322992,참,37.5636559,126.9975097
GD130044,강동구,718.212912,참,37.53,127.1237
WF171431,노원구,717.490902,참,37.654,127.0567
EP000049,은평구,715.611213,참,37.6024,126.9293
SB160001,성북구,715.4690842,참,37.59,127.0165
GB110010,강북구,715.0386767,참,37.6395,127.0255
WF120423,중구,714.6804968,참,37.5636559,126.9975097
GS080026,강서구,714.4967344,참,37.5509,126.8497
WF110100,중구,714.4196437,참,37.5636559,126.9975097
YS120001,용산구,714.0946529,참,37.5323,126.99
WF160027,마포구,713.8861074,참,37.566571,126.9015317
WF190565,동작구,713.5840249,참,37.5120999,126.9395
YC130009,양천구,712.9021918,참,37.5171,126.8663
SD000378,성동구,712.8916994,참,37.5635,127.0365
WF190779,성북구,712.8336651,참,37.59,127.0165
WF140044,은평구,712.6891005,참,37.6024,126.9293
NW030004,노원구,711.8719277,참,37.654,127.0567
WF110097,중구,711.6726871,참,37.5636559,126.9975097
WN003964,성동구,711.5554638,참,37.5635,127.0365
MP010051,마포구,711.4597335,참,37.566571,126.9015317
WF160087,마포구,710.4158094,참,37.566571,126.9015317
WF191155,중구,709.7462262,참,37.5636559,126.9975097
YDP150001,영등포구,709.6761207,참,37.5262,126.8959
YC060011,양천구,709.4443845,참,37.5171,126.8663
GS100035,강서구,709.3701197,참,37.5509,126.8497
YC140007,양천구,709.2348773,참,37.5171,126.8663
MP020059,마포구,708.6887057,참,37.566571,126.9015317
NW160077,노원구,707.0820859,참,37.654,127.0567
SD000295,성동구,706.3246209,참,37.5635,127.0365
YC010013,양천구,706.2757436,참,37.5171,126.8663
WN003898,성동구,706.2428567,참,37.5635,127.0365
DDM000040,동대문구,705.6428059,참,37.5741982,127.0395092
WN000659,도봉구,705.1236493,참,37.6686,127.0466
YC170039,양천구,705.0552489,참,37.5171,126.8663
WF171014,종로구,704.3311059,참,37.5806949,126.9827989
WF142437,용산구,704.3143829,참,37.5323,126.99
EP050013,은평구,703.9712227,참,37.6024,126.9293
GD130022,강동구,703.9097337,참,37.53,127.1237
YC080002,양천구,703.8921902,참,37.5171,126.8663
EP000017,은평구,703.5306564,참,37.6024,126.9293
WF190933,용산구,703.1890204,참,37.5323,126.99
GS090024,강서구,701.2649505,참,37.5509,126.8497
WN000712,도봉구,701.170987,참,37.6686,127.0466
WN003813,성동구,700.7415194,참,37.5635,127.0365
GS010008,강서구,700.6042905,참,37.5509,126.8497
WF191101,종로구,700.43943,참,37.5806949,126.9827989
YDP000019,영등포구,700.2082809,참,37.5262,126.8959
SD000407,성동구,700.0616111,참,37.5635,127.0365
GS140030,강서구,698.583289,참,37.5509,126.8497
GR030033,구로구,698.5653514,참,37.4951999,126.8877
NW060001,노원구,698.2224648,참,37.654,127.0567
GB070007,강북구,697.9479031,참,37.6395,127.0255
MP030006,마포구,697.682598,참,37.566571,126.9015317
SB020035,성북구,697.3493732,참,37.59,127.0165
SC000050,서초구,696.9181328,참,37.4835,127.0322
SB020023,성북구,695.4731201,참,37.59,127.0165
YS000060,용산구,694.309984,참,37.5323,126.99
GN120007,강남구,693.3357614,참,37.5177,127.0473
NW160030,노원구,693.1051116,참,37.654,127.0567
WF181295,동작구,692.7687816,참,37.5120999,126.9395
WF190433,노원구,692.7074066,참,37.654,127.0567
GS110012,강서구,691.7583379,참,37.5509,126.8497
WF200026,중구,691.7573124,참,37.5636559,126.9975097
YS000042,용산구,691.4314929,참,37.5323,126.99
WF205112,중구,690.9301035,참,37.5636559,126.9975097
WN000665,도봉구,688.8669476,참,37.6686,127.0466
YC170088,양천구,688.8370761,참,37.5171,126.8663
SB020028,성북구,688.5259076,참,37.59,127.0165
YC120001,양천구,688.4510429,참,37.5171,126.8663
WN003805,성동구,688.3385765,참,37.5635,127.0365
WF160077,마포구,687.3112016,참,37.566571,126.9015317
WF110108,중구,686.7184404,참,37.5636559,126.9975097
YC170048,양천구,686.6305384,참,37.5171,126.8663
YC110001,양천구,686.6106302,참,37.5171,126.8663
EP000009,은평구,686.0688908,참,37.6024,126.9293
WF191124,중구,685.9554766,참,37.5636559,126.9975097
WF110118,중구,685.0598634,참,37.5636559,126.9975097
GB010001,강북구,684.3786672,참,37.6395,127.0255
SC000062,서초구,684.1646435,참,37.4835,127.0322
WF200035,중구,684.1277913,참,37.5636559,126.9975097
WF161263,관악구,683.9898313,참,37.4782,126.9518
GB060004,강북구,683.7603108,참,37.6395,127.0255
SB090002,성북구,682.8337976,참,37.59,127.0165
GA150002,관악구,682.7175263,참,37.4782,126.9518
WN000656,도봉구,682.2712474,참,37.6686,127.0466
NW150002,노원구,681.6246484,참,37.654,127.0567
GN070041,강남구,680.9051565,참,37.5177,127.0473
WF161661,금천구,680.7063817,참,37.4565,126.8954
GJ070002,광진구,680.5247764,참,37.5384,127.0828
WF110088,중구,680.5202507,참,37.5636559,126.9975097
NW170001,노원구,680.4264757,참,37.654,127.0567
WF161245,관악구,679.8481086,참,37.4782,126.9518
WF110203,중구,678.8896734,참,37.5636559,126.9975097
WF201592,양천구,678.5171981,참,37.5171,126.8663
GS100068,강서구,678.3096408,참,37.5509,126.8497
NW010001,노원구,677.3174365,참,37.654,127.0567
EP000022,은평구,677.2457712,참,37.6024,126.9293
DDM000030,동대문구,677.0000293,참,37.5741982,127.0395092
JG180002,중구,676.9144372,참,37.5636559,126.9975097
YDP010002,영등포구,676.5950953,참,37.5262,126.8959
GN070050,강남구,676.1410777,참,37.5177,127.0473
WF200014,중구,675.9318334,참,37.5636559,126.9975097
WF152332,송파구,675.4830395,참,37.5145,127.1058
WF131728,마포구,675.0612113,참,37.566571,126.9015317
NW120005,노원구,674.828292,참,37.654,127.0567
YC090001,양천구,674.6397356,참,37.5171,126.8663
SB020005,성북구,674.4276067,참,37.59,127.0165
WF192005,영등포구,674.2600533,참,37.5262,126.8959
