URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
http://example.com/108,56,3,UTF-8,Apache,7102,JP,TX,2009-01-31,2032-01-31,656,98,91,6576,37,74,8174,744,77,80,malicious
http://example.com/109,43,8,UTF-8,Apache,8917,IN,CA,2009-02-28,2032-02-29,895,83,46,3112,78,66,2415,6051,92,0,benign
http://example.com/110,11,1,UTF-8,Apache,6088,JP,NY,2009-03-31,2032-03-31,304,99,154,7584,61,10,3974,4322,49,31,malicious
http://example.com/111,76,6,ISO-8859-1,Apache,7609,DE,FL,2009-04-30,2032-04-30,176,60,91,2710,49,99,6730,4420,15,82,malicious
http://example.com/112,81,1,ISO-8859-1,IIS,6032,JP,FL,2009-05-31,2032-05-31,194,64,152,2573,9,21,5073,3188,13,63,malicious
http://example.com/113,61,3,ISO-8859-1,IIS,9457,DE,CA,2009-06-30,2032-06-30,921,22,133,5355,19,40,4874,8788,53,77,malicious
http://example.com/114,16,5,ISO-8859-1,Apache,2881,US,TX,2009-07-31,2032-07-31,12,94,170,2788,87,42,1103,8764,33,30,benign
http://example.com/115,85,1,ISO-8859-1,nginx,1739,DE,NY,2009-08-31,2032-08-31,875,50,102,4904,28,72,6948,3482,72,57,benign
http://example.com/116,28,1,ISO-8859-1,IIS,9073,CN,TX,2009-09-30,2032-09-30,165,62,220,1390,80,46,4296,8025,32,81,malicious
http://example.com/117,99,1,ISO-8859-1,nginx,2374,US,NY,2009-10-31,2032-10-31,149,98,106,8398,26,82,6815,1260,48,77,malicious
http://example.com/118,24,2,ISO-8859-1,nginx,2580,JP,TX,2009-11-30,2032-11-30,340,21,171,2707,38,73,1166,4412,68,13,malicious
http://example.com/119,87,4,UTF-8,IIS,6899,JP,CA,2009-12-31,2032-12-31,924,70,128,8178,40,41,4816,8487,57,87,malicious
http://example.com/120,57,8,ISO-8859-1,nginx,8647,CN,PA,2010-01-31,2033-01-31,556,32,250,1788,25,94,9920,2348,62,68,malicious
http://example.com/121,23,5,ISO-8859-1,nginx,4774,JP,NY,2010-02-28,2033-02-28,173,99,32,6611,99,4,6708,4561,82,15,malicious
http://example.com/122,12,8,UTF-8,Apache,3622,US,CA,2010-03-31,2033-03-31,166,43,216,8297,69,99,3334,2866,87,68,malicious
http://example.com/123,59,9,ISO-8859-1,Apache,6204,US,FL,2010-04-30,2033-04-30,708,6,6,8814,71,14,6594,1651,93,53,benign
http://example.com/124,63,4,UTF-8,Apache,5919,DE,FL,2010-05-31,2033-05-31,717,90,74,6772,23,14,4598,2547,2,12,benign
http://example.com/125,15,5,ISO-8859-1,IIS,263,IN,TX,2010-06-30,2033-06-30,593,1,238,3443,89,53,5367,5744,77,79,malicious
http://example.com/126,58,9,ISO-8859-1,Apache,7022,JP,FL,2010-07-31,2033-07-31,579,16,244,165,65,84,6271,4409,16,78,malicious
http://example.com/127,32,7,UTF-8,nginx,3481,CN,PA,2010-08-31,2033-08-31,96,64,195,3510,22,29,8195,7596,8,30,benign
http://example.com/128,87,2,UTF-8,nginx,2164,US,NY,2010-09-30,2033-09-30,678,57,135,3081,64,23,3769,8410,19,68,benign
http://example.com/129,87,1,ISO-8859-1,nginx,6689,US,TX,2010-10-31,2033-10-31,403,29,29,5688,68,85,4815,3596,32,20,malicious
http://example.com/130,29,2,UTF-8,nginx,7547,US,NY,2010-11-30,2033-11-30,76,85,34,2915,58,31,9757,1816,67,29,benign
http://example.com/131,86,8,ISO-8859-1,nginx,4084,IN,NY,2010-12-31,2033-12-31,995,91,7,5196,28,96,6169,5037,32,22,benign
http://example.com/132,69,5,ISO-8859-1,IIS,3987,IN,CA,2011-01-31,2034-01-31,236,96,81,2117,78,71,2061,3014,85,37,malicious
http://example.com/133,54,9,ISO-8859-1,nginx,439,JP,FL,2011-02-28,2034-02-28,707,25,77,6773,97,77,975,1772,25,28,benign
http://example.com/134,70,3,ISO-8859-1,IIS,4921,CN,NY,2011-03-31,2034-03-31,290,34,58,1842,68,61,8834,9494,53,76,malicious
http://example.com/135,65,9,ISO-8859-1,nginx,3881,IN,PA,2011-04-30,2034-04-30,135,62,85,5820,75,23,3616,1555,81,31,benign
http://example.com/136,11,2,ISO-8859-1,IIS,3690,DE,PA,2011-05-31,2034-05-31,819,74,159,3609,96,8,3965,6645,25,61,malicious
http://example.com/137,54,1,UTF-8,IIS,5230,IN,FL,2011-06-30,2034-06-30,807,70,73,6486,4,76,4599,7126,33,90,benign
http://example.com/138,49,3,UTF-8,nginx,7791,US,FL,2011-07-31,2034-07-31,888,27,45,3634,1,16,9310,4078,31,97,benign
http://example.com/139,33,8,UTF-8,nginx,9937,CN,TX,2011-08-31,2034-08-31,880,24,47,5236,26,26,7333,2571,36,44,malicious
http://example.com/140,38,3,ISO-8859-1,nginx,7415,JP,TX,2011-09-30,2034-09-30,366,60,77,5685,33,29,9720,8409,87,48,benign
http://example.com/141,76,4,UTF-8,nginx,7833,IN,TX,2011-10-31,2034-10-31,547,30,209,8654,81,93,6047,467,89,32,benign
http://example.com/142,77,7,ISO-8859-1,Apache,5149,US,FL,2011-11-30,2034-11-30,901,53,200,7258,27,6,674,3276,49,3,malicious
http://example.com/143,75,1,UTF-8,Apache,4804,DE,NY,2011-12-31,2034-12-31,247,66,201,1734,42,37,1558,3474,44,17,benign
http://example.com/144,93,2,ISO-8859-1,IIS,738,DE,CA,2012-01-31,2035-01-31,765,96,73,624,69,33,7495,6873,48,69,benign
http://example.com/145,63,5,ISO-8859-1,IIS,7809,JP,TX,2012-02-29,2035-02-28,213,50,168,5026,71,95,9791,3912,30,63,malicious
http://example.com/146,62,6,ISO-8859-1,Apache,5243,JP,CA,2012-03-31,2035-03-31,763,57,240,1822,64,46,9783,6391,13,27,malicious
http://example.com/147,88,3,ISO-8859-1,IIS,1324,IN,PA,2012-04-30,2035-04-30,69,33,116,8711,25,61,3272,6085,43,57,malicious
http://example.com/148,58,0,ISO-8859-1,nginx,4345,JP,FL,2012-05-31,2035-05-31,745,58,30,7029,72,41,2570,2297,93,90,malicious
http://example.com/149,41,6,UTF-8,IIS,9841,US,PA,2012-06-30,2035-06-30,995,20,190,6257,98,18,3527,5011,16,89,malicious
http://example.com/150,70,8,ISO-8859-1,IIS,5523,US,TX,2012-07-31,2035-07-31,328,55,71,3964,4,95,7898,1000,91,55,malicious
http://example.com/151,51,0,UTF-8,IIS,6707,US,NY,2012-08-31,2035-08-31,15,36,145,1167,12,16,7836,292,26,19,malicious
http://example.com/152,10,0,ISO-8859-1,Apache,7507,IN,TX,2012-09-30,2035-09-30,486,63,103,9692,58,51,4306,2870,75,76,malicious
http://example.com/153,72,0,ISO-8859-1,Apache,9797,IN,CA,2012-10-31,2035-10-31,173,18,230,6538,95,37,2300,5280,47,91,benign
http://example.com/154,44,9,ISO-8859-1,IIS,8173,JP,TX,2012-11-30,2035-11-30,698,84,133,1519,11,14,3064,1050,37,33,benign
http://example.com/155,60,6,UTF-8,nginx,8252,IN,NY,2012-12-31,2035-12-31,805,77,209,7371,59,68,7005,6779,3,86,malicious
http://example.com/156,80,8,ISO-8859-1,IIS,9667,US,NY,2013-01-31,2036-01-31,736,73,104,4102,36,30,3413,3706,26,9,benign
http://example.com/157,54,2,UTF-8,Apache,8959,CN,FL,2013-02-28,2036-02-29,273,52,122,729,22,60,3027,5138,98,93,malicious
http://example.com/158,86,7,ISO-8859-1,nginx,5868,US,FL,2013-03-31,2036-03-31,523,70,129,1934,65,53,8973,357,97,21,benign
http://example.com/159,74,8,UTF-8,IIS,2474,CN,NY,2013-04-30,2036-04-30,821,92,208,5418,50,97,8570,1321,15,4,benign
http://example.com/160,23,2,UTF-8,Apache,4190,JP,NY,2013-05-31,2036-05-31,218,62,209,5100,4,36,4558,750,66,43,malicious
http://example.com/161,12,2,UTF-8,nginx,1115,DE,CA,2013-06-30,2036-06-30,942,61,222,4231,72,30,1748,2525,28,8,benign
http://example.com/162,33,0,ISO-8859-1,IIS,435,IN,TX,2013-07-31,2036-07-31,512,71,31,6829,89,64,5627,9214,84,42,benign
http://example.com/163,74,1,ISO-8859-1,Apache,180,IN,FL,2013-08-31,2036-08-31,398,76,163,2453,92,14,9450,3259,38,3,benign
http://example.com/164,57,6,UTF-8,nginx,2234,US,CA,2013-09-30,2036-09-30,110,18,109,3155,52,23,8284,497,44,41,malicious
http://example.com/165,19,2,ISO-8859-1,IIS,357,US,TX,2013-10-31,2036-10-31,986,74,72,8303,43,48,2441,5401,53,64,benign
http://example.com/166,22,6,ISO-8859-1,nginx,284,CN,FL,2013-11-30,2036-11-30,463,1,240,9723,46,28,1618,5502,80,97,benign
http://example.com/167,82,4,ISO-8859-1,nginx,6941,IN,CA,2013-12-31,2036-12-31,788,5,248,3257,4,7,1938,7800,4,40,malicious
http://example.com/168,23,9,UTF-8,nginx,222,JP,PA,2014-01-31,2037-01-31,640,28,158,6182,13,42,970,660,72,63,benign
http://example.com/169,19,7,UTF-8,Apache,8156,US,PA,2014-02-28,2037-02-28,92,40,127,5963,38,10,5638,8481,44,54,benign
http://example.com/170,49,4,ISO-8859-1,IIS,7363,IN,FL,2014-03-31,2037-03-31,450,50,231,9726,45,68,9633,8496,46,89,benign
http://example.com/171,32,2,UTF-8,nginx,4800,DE,CA,2014-04-30,2037-04-30,395,4,85,1056,25,44,5577,5199,84,17,benign
http://example.com/172,64,8,ISO-8859-1,nginx,6758,CN,TX,2014-05-31,2037-05-31,891,40,15,3958,67,13,9463,3471,26,15,malicious
http://example.com/173,72,6,ISO-8859-1,nginx,3614,US,TX,2014-06-30,2037-06-30,923,61,248,4908,55,85,1228,3141,96,86,malicious
http://example.com/174,80,4,UTF-8,Apache,5733,US,CA,2014-07-31,2037-07-31,550,29,226,6238,96,33,6599,6944,13,45,malicious
http://example.com/175,51,6,UTF-8,nginx,6177,JP,PA,2014-08-31,2037-08-31,932,61,56,8532,39,92,1384,9997,69,35,benign
http://example.com/176,75,9,ISO-8859-1,Apache,1494,US,CA,2014-09-30,2037-09-30,478,99,188,7984,65,87,8862,5498,44,89,malicious
http://example.com/177,88,8,ISO-8859-1,Apache,2452,IN,PA,2014-10-31,2037-10-31,315,26,27,7141,75,32,2964,812,53,65,benign
http://example.com/178,82,4,ISO-8859-1,nginx,9600,IN,PA,2014-11-30,2037-11-30,670,49,2,2055,2,48,6145,3556,51,43,benign
http://example.com/179,56,6,UTF-8,nginx,6061,IN,TX,2014-12-31,2037-12-31,697,81,74,5091,69,5,2077,7047,13,4,malicious
http://example.com/180,90,8,UTF-8,Apache,4044,DE,FL,2015-01-31,2038-01-31,992,51,64,4165,86,61,8738,4506,41,28,malicious
http://example.com/181,61,0,ISO-8859-1,Apache,6505,DE,NY,2015-02-28,2038-02-28,352,48,5,2903,62,90,9572,7749,11,3,malicious
http://example.com/182,27,3,ISO-8859-1,nginx,590,US,CA,2015-03-31,2038-03-31,767,61,91,1124,46,90,5139,3977,37,98,benign
http://example.com/183,88,0,UTF-8,Apache,1154,DE,PA,2015-04-30,2038-04-30,238,99,253,8892,77,3,7139,3622,60,85,benign
http://example.com/184,27,7,ISO-8859-1,Apache,801,DE,CA,2015-05-31,2038-05-31,103,59,68,2429,87,24,8928,5751,32,48,benign
http://example.com/185,33,2,UTF-8,nginx,3034,JP,FL,2015-06-30,2038-06-30,906,79,239,2798,31,98,3073,4212,45,71,benign
