r1,r2,r3,r4,x,y,timestamp
-40.751700609840356,-9.467817162391029,-12.789393625341887,-61.71757920364962,31.451757220910526,18.651101250405976,2024-01-01 01:35:00
-16.442829490935125,-91.69612421898135,-71.10629833424173,-41.088126401976346,70.01875608304566,17.720937982123953,2024-01-01 01:36:00
-95.63390712869915,-80.89481312913172,-91.3750828696035,-27.918368352508438,82.6269149862581,87.30356015261367,2024-01-01 01:37:00
-76.33668685299912,-55.92450565586822,-6.3434388341993895,-75.87932253719771,73.13450951852715,74.27308637633193,2024-01-01 01:38:00
-11.025100970461992,-41.52431916626953,-62.1803650471781,-83.1858914105253,98.93332868282752,65.93990799053714,2024-01-01 01:39:00
-99.08344498161836,-18.377214813719974,-42.35944485463666,-2.790400678768904,27.25476478930291,40.68641075392998,2024-01-01 01:40:00
-79.86008972061126,-1.1737884856813139,-20.79968738698041,-38.24426867903815,87.49894950244214,26.197556427851755,2024-01-01 01:41:00
-4.097582402703409,-61.114850352588356,-67.56863361244194,-1.8584278166336077,76.66226651744861,97.94507631128238,2024-01-01 01:42:00
-38.65981534778289,-95.2584363859915,-28.383546182238888,-66.2244012867771,36.21787575581461,79.72395750228002,2024-01-01 01:43:00
-73.83286333624935,-19.88284967046752,-86.4581150182172,-29.69683000258685,73.41245436569686,30.177922313627647,2024-01-01 01:44:00
-93.30089056041524,-39.56192809171919,-70.87062527944947,-77.73963634587622,10.407595641824695,84.75647962784947,2024-01-01 01:45:00
-97.18086595527778,-80.14571411317984,-85.52893638634801,-73.87998287260871,78.93334823405523,75.89319486146815,2024-01-01 01:46:00
-75.52549203630727,-50.51715433785798,-18.876944159864223,-48.8097878730376,53.23306025871026,29.708054987799837,2024-01-01 01:47:00
-11.851418041108957,-25.768975446627564,-77.73507647732146,-68.03818744919288,29.22901727092532,42.65528542416397,2024-01-01 01:48:00
-58.40863457024905,-22.958821293135628,-28.259644459478977,-83.23784361594156,65.57773017841801,18.595344539102665,2024-01-01 01:49:00
-27.966663083400704,-50.0381588001238,-5.670160275434739,-73.7119298010674,64.1619998714409,11.105244437810935,2024-01-01 01:50:00
-8.171496462004228,-69.47854698711409,-47.2227790931123,-96.42516055341353,20.94862227195997,72.27620328396968,2024-01-01 01:51:00
-59.19595383971834,-2.625741796150649,-45.99708077393123,-29.557637852251332,3.0397414811526136,26.751185735386663,2024-01-01 01:52:00
-80.8722628962603,-33.66373890435071,-53.896643190218796,-50.78833429141384,43.36225869016739,82.00593657462537,2024-01-01 01:53:00
-48.28820691430805,-59.17624806537013,-67.41098566063573,-90.57569335954744,56.95118693444212,99.56087115144261,2024-01-01 01:54:00
-9.191631294014556,-71.95367757953476,-52.43449690750829,-82.83060068715088,87.66052783705985,7.661981392964867,2024-01-01 01:55:00
-19.56255858622994,-26.88970169964378,-39.71924677332406,-89.74654618873559,92.82167956475944,47.30351250837003,2024-01-01 01:56:00
-93.41701566368462,-75.78165544062323,-1.4008427829340633,-38.740719172412355,52.88052181567664,80.2062559310803,2024-01-01 01:57:00
-30.742719992241817,-82.82900110263118,-6.223544068177574,-90.57896363875062,75.38034837685449,78.89508965412335,2024-01-01 01:58:00
-42.81024775410462,-47.01661110379297,-13.784704170687817,-24.57176669647839,43.93032723279969,75.99971583309684,2024-01-01 01:59:00
-9.253682365357449,-71.00126073558582,-11.086946429514171,-97.94890806796089,74.6082156572893,34.899493530191094,2024-01-01 02:00:00
-87.75185831497028,-37.109485507638496,-53.215081670795705,-75.0624212004108,20.48015249391669,45.38532556850523,2024-01-01 02:01:00
-46.59638867953434,-88.20613251257666,-34.25556728225352,-10.933332410809285,37.106473480353145,59.49683573414703,2024-01-01 02:02:00
-12.05373064881077,-34.50588954326784,-10.49332770637858,-28.146868187775397,63.42279988136148,97.39405835732572,2024-01-01 02:03:00
-58.9976213258257,-71.67034720022977,-60.704923500864695,-92.70316670743122,1.815796560707883,32.75472709384929,2024-01-01 02:04:00
-51.80050822671329,-99.97570655654873,-3.823752165453115,-17.88738955148203,72.2461310338954,92.31438877168577,2024-01-01 02:05:00
-92.95393223330417,-87.30639423258236,-58.4213937930817,-50.69648784597952,83.55355012681667,26.935691818049413,2024-01-01 02:06:00
-72.18563595510892,-6.638462216490595,-39.89173346067844,-15.321697283117075,39.91416610939515,98.90744654737045,2024-01-01 02:07:00
-67.54933508310526,-13.264536088464212,-29.019528672762803,-39.92602255496066,44.79424171771643,67.02636868275917,2024-01-01 02:08:00
-5.487755125511313,-76.63909679637632,-4.940798692406162,-31.816696796714126,85.1282212216531,46.3511480358551,2024-01-01 02:09:00
-71.73326394588409,-22.162809545450884,-75.53837259477339,-0.6498439604291804,77.56546353260335,61.33904280636049,2024-01-01 02:10:00
-53.9131264730348,-39.142840682602575,-25.386902176135777,-76.76644540759818,28.814948903337502,27.25311690402068,2024-01-01 02:11:00
-32.86955764357202,-2.9095288550130505,-47.918441385591784,-37.605442523861164,32.397610656153894,27.41738575114666,2024-01-01 02:12:00
-83.78166275921225,-62.63943404659409,-73.14428593793589,-53.967860994260164,67.88782323905966,11.355454384349384,2024-01-01 02:13:00
-51.35576128581255,-31.85393874828287,-22.33931602036094,-96.05480470773085,56.31980924481612,11.405029770539876,2024-01-01 02:14:00
-26.146096052409234,-93.64642775760814,-44.77777198261534,-98.55293584971349,16.222957109649695,34.767174146891136,2024-01-01 02:15:00
-13.314478697293396,-60.3752653183594,-33.902617935032424,-88.07714221821414,30.99299092291664,76.28554778963716,2024-01-01 02:16:00
-37.37407253375733,-3.6182338811819506,-67.70989314220989,-35.09082594614519,89.99832768786541,60.79711675981625,2024-01-01 02:17:00
-33.09464846830521,-46.10191255498795,-51.8726048172395,-43.28369120866078,68.81744367222635,10.258456033102082,2024-01-01 02:18:00
-87.3716527415431,-71.21204966651554,-38.26457490119329,-44.65704388362725,98.59743176855194,85.22365249759109,2024-01-01 02:19:00
-5.4223502753652895,-87.97290368713931,-59.5089185730156,-96.81432374717399,76.70125299807694,60.13676269900664,2024-01-01 02:20:00
-86.74259225155177,-29.647165981846953,-80.16274601522987,-53.069700363999296,94.19744321435903,96.08555767847797,2024-01-01 02:21:00
-22.532706281820168,-35.51439565702732,-3.8359507684696013,-7.537718215747148,21.61885738704754,67.01854674112076,2024-01-01 02:22:00
-73.51836782216812,-62.60612863962254,-48.85324599573826,-60.24081306893534,77.14848748169257,17.5174863704181,2024-01-01 02:23:00
-6.640685629874838,-4.905864813416571,-26.607962971229952,-37.507753021154365,2.021752014779743,47.378336230782224,2024-01-01 02:24:00
-28.004046063052044,-97.77971870121497,-58.89528064439419,-22.01813243768565,67.07600217115339,64.84975975472041,2024-01-01 02:25:00
-24.618628702163107,-69.62761483681741,-64.48682359742837,-21.60747208581124,46.92822781202414,2.826470104997769,2024-01-01 02:26:00
-78.09408269401166,-7.89305137004186,-59.2835701532875,-48.07199176047286,34.676007192006864,1.4910264154807895,2024-01-01 02:27:00
-55.69600233648392,-67.90645616805597,-59.08033562143502,-14.204805459766362,86.24043522930891,12.94030005985679,2024-01-01 02:28:00
-38.21868054107136,-74.77471661448297,-45.581988405804644,-60.862190663625306,85.42676926575307,25.166443504547075,2024-01-01 02:29:00
-23.00263817933991,-46.57795900687527,-45.653013001863684,-11.130678521520167,2.230170489864358,42.95491235206755,2024-01-01 02:30:00
-89.60406240876104,-17.619825007946204,-50.284618411712835,-75.97728336044547,60.9505122449431,48.74404737597884,2024-01-01 02:31:00
-3.7634683545471574,-89.6853239121639,-86.5214215082562,-71.9783593009429,36.78322243209564,13.802760893789678,2024-01-01 02:32:00
-10.977932944544406,-5.697929035426384,-50.392452149946884,-94.68793758009988,41.56610015004492,67.33915791158309,2024-01-01 02:33:00
-72.96514095044157,-20.492711881883594,-83.08960995793485,-20.441816345771713,83.2040739218776,59.613806169653486,2024-01-01 02:34:00
-17.7239756967668,-81.87497444484481,-87.38642137042348,-58.29447637672944,30.983977152767828,29.446409884116022,2024-01-01 02:35:00
-48.167607696017654,-28.79920388018374,-6.735428265883229,-77.0883386088601,94.30488106376201,1.3659883435292008,2024-01-01 02:36:00
-53.81935184379814,-61.504127736244286,-39.50499868522957,-76.82097223834204,17.963382637214075,7.764791535329074,2024-01-01 02:37:00
-68.55658941885946,-59.77053219236813,-34.050994187541576,-9.860005877076688,66.27224233681778,39.16947755108394,2024-01-01 02:38:00
-41.903141336840754,-21.670990756113355,-59.820632966663624,-16.608339953896305,67.21050670137647,15.397435116568392,2024-01-01 02:39:00
-27.011088229640222,-3.7215192019267818,-9.10191080851358,-44.64691146428167,25.21951614279182,37.681960614797084,2024-01-01 02:40:00
-58.90670950372417,-87.3344127152806,-36.20695104203345,-38.38891995842789,32.4750608967202,62.81826045103551,2024-01-01 02:41:00
-37.07808069917079,-57.93697631211806,-23.08301304764126,-52.5674429449709,83.47984925799405,54.72374278792835,2024-01-01 02:42:00
-30.06870788446963,-51.90583919156965,-63.14375309722862,-60.83334571211911,76.18052549549525,23.117588313739425,2024-01-01 02:43:00
-28.887818298471416,-62.36881830450024,-3.998811918087455,-8.452311878166853,32.909588031475955,34.38224912587524,2024-01-01 02:44:00
-94.80339018688197,-63.6810876283775,-17.953870984168503,-87.4387296479698,53.39565469349339,61.40311984486506,2024-01-01 02:45:00
-14.025219431493312,-94.77313324384035,-14.605153698545635,-58.1553210283772,6.168029625309545,86.08550280434487,2024-01-01 02:46:00
-54.17466852349521,-31.446137943737668,-82.78057325742458,-65.54380920121247,20.874588239862923,75.32134387388773,2024-01-01 02:47:00
-73.75839183037856,-56.37855828799546,-72.90367921287805,-50.18492797488516,48.58205588603991,55.340002683341496,2024-01-01 02:48:00
-75.82354925203184,-80.52061973560733,-71.4373400316423,-54.23681254548249,8.59737352792116,36.22929983164862,2024-01-01 02:49:00
-51.698588715604956,-18.396649769793157,-72.90907767531289,-48.11104683489186,84.33323548919375,36.50512775418054,2024-01-01 02:50:00
-11.316846053104086,-19.74392518483721,-14.459183789571199,-86.0081022773006,71.80062101076479,87.94173102643961,2024-01-01 02:51:00
-62.16524183173531,-51.36083719111062,-96.8115204791408,-48.68584984867229,94.36336706484948,3.92435760405464,2024-01-01 02:52:00
-25.027425321645666,-70.15493388522395,-92.39000110192256,-75.75811861127892,69.34669059640271,98.7982644420261,2024-01-01 02:53:00
-90.31812690127813,-36.19072742035476,-72.60851293700964,-81.56686510118087,94.04013722621856,66.43754108515623,2024-01-01 02:54:00
-52.39432978489382,-71.18478642225969,-80.01270253505564,-93.51657812138087,55.4512555690965,68.11376990723905,2024-01-01 02:55:00
-0.8313859607264362,-76.3992069676288,-76.81403861171516,-23.734744124385912,60.02186110619694,3.7997837304742155,2024-01-01 02:56:00
-22.9562197207663,-26.948534597367342,-20.205681074669997,-57.255807914344004,97.69710546262608,60.552927489127214,2024-01-01 02:57:00
-78.9471511559387,-95.96747602790492,-43.68734061079531,-37.33563166882416,64.21291468642603,48.4778060090447,2024-01-01 02:58:00
-49.85585263020893,-90.52315289654061,-99.4229338707032,-27.24066566952567,3.07865688607466,10.577890689406699,2024-01-01 02:59:00
-76.63752363514334,-99.32118259764103,-57.067723429580475,-32.06833346864465,72.38027766305233,27.792201076935907,2024-01-01 03:00:00
-59.04390727374908,-84.70568135245739,-59.21150731496411,-52.94992809103177,90.54686921374156,89.03144562136512,2024-01-01 03:01:00
-21.99159762650352,-93.10099912895406,-88.60547305554564,-61.210147104827016,79.55802497943266,54.99884158659529,2024-01-01 03:02:00
-22.87751847095963,-0.4197632220081431,-32.385821139854286,-62.404009035933626,58.38332726254226,41.34165751739087,2024-01-01 03:03:00
-77.18996220976149,-71.11900300459104,-29.79028116205089,-35.995120306994366,67.13035130935164,7.268215584081094,2024-01-01 03:04:00
-7.777668184513985,-85.07319873307527,-27.910678094790228,-50.52056450581266,99.01917892516717,71.41215274023057,2024-01-01 03:05:00
-40.74318172351732,-75.90037420040821,-27.1529054441408,-15.086775201148939,9.066208850933833,70.28508233960325,2024-01-01 03:06:00
-62.007570903798545,-6.387442845986541,-99.99471730677033,-12.52980156732879,66.72448286332396,61.40436069725636,2024-01-01 03:07:00
-49.80644192191394,-47.983977697560434,-4.607919615327788,-82.94396219934815,28.339769457059383,51.02626462206492,2024-01-01 03:08:00
-39.49287465622563,-63.51819036921431,-18.5791232945337,-86.37663484542743,64.00903965861701,43.37844022073727,2024-01-01 03:09:00
-44.01094681542146,-12.660854209078067,-9.601830341071476,-36.95990739640005,60.762357588393876,59.32710929879923,2024-01-01 03:10:00
-51.35949644638218,-60.500972945096755,-98.43567046925659,-69.87742519377205,15.345683210816208,23.33954517284067,2024-01-01 03:11:00
-49.50671959105999,-66.49914300423042,-6.614120421426065,-98.14292812349011,20.674664574023915,94.12590641776477,2024-01-01 03:12:00
-82.35880895721138,-79.27174774502645,-19.021147131189537,-11.135733063704492,62.16295780432135,58.879452918022956,2024-01-01 03:13:00
-18.726709569532062,-62.22031760905885,-16.278085704130135,-77.30992327561917,12.822994730377413,31.119244435437654,2024-01-01 03:14:00
-45.823968005898465,-68.33156439830739,-90.67126152780315,-7.071934831419085,26.518087513032285,44.967985088515725,2024-01-01 03:15:00
-86.89201382952969,-32.26960407018589,-26.122197108140227,-28.256554912174636,83.52455477380025,80.56847888768924,2024-01-01 03:16:00
-23.384289841722207,-71.04172953292729,-4.008331035790903,-23.73465100885157,32.70915060016386,16.161606073029745,2024-01-01 03:17:00
-6.755602162264921,-42.28002535774385,-32.14526585818393,-79.85385042068395,48.80601562696629,29.28356224602604,2024-01-01 03:18:00
-5.269310076303796,-93.41078349680274,-42.94385953753935,-76.5805574383187,94.11403351458402,67.95080227365554,2024-01-01 03:19:00
-63.098226758882724,-80.87108433034857,-5.437032225100296,-47.87322461759342,22.71490888369463,31.54892064822239,2024-01-01 03:20:00
-86.4483126439246,-59.25947283886512,-55.7062878265564,-82.79001473501378,38.96260173580104,79.2501681861466,2024-01-01 03:21:00
-48.160037336693485,-6.3050746091304575,-40.07064336895213,-69.45683073169677,60.64577755435457,13.045348717736083,2024-01-01 03:22:00
-88.73907706507794,-62.27480142843046,-52.36617065056338,-67.85375220521955,75.53389295039722,76.26861704546086,2024-01-01 03:23:00
-6.601258148738282,-33.592587880016595,-6.71537786397009,-84.03700667472359,90.16533867127052,6.835171485056623,2024-01-01 03:24:00
-81.6420372644854,-74.49127775786019,-92.39152732344928,-79.48171666048393,91.54729875735151,1.2592612667494785,2024-01-01 03:25:00
-74.7234140048836,-87.29664240267682,-49.88802991746518,-21.14481579917434,77.6640074372623,89.82235188321621,2024-01-01 03:26:00
-59.336347311502955,-94.14633999199499,-31.304755861456172,-83.28041454527316,22.833083659331045,58.133921693229865,2024-01-01 03:27:00
-61.68355314408742,-69.45865014572486,-20.809346157776304,-97.15426081560776,2.4809330042565803,35.182689708681146,2024-01-01 03:28:00
-20.533710760211093,-84.23389732030921,-41.698135255586365,-37.06450573710616,38.37739303556238,23.25946369638504,2024-01-01 03:29:00
-54.368317944903765,-82.59895519838759,-9.108225587854605,-2.4016880607550064,14.154885098782334,61.68857832608161,2024-01-01 03:30:00
-82.92317399966632,-23.924069161305,-5.800855311612835,-66.87861853768786,71.0387647438298,50.90021835367382,2024-01-01 03:31:00
-73.2790104513926,-98.41619290551257,-93.56807768064165,-88.13442968037477,66.11305868257168,99.15977755299852,2024-01-01 03:32:00
-49.0886614812478,-44.21898742645656,-59.76294604586256,-42.96126746324692,4.397164162145484,98.32159866537458,2024-01-01 03:33:00
