관리번호,자치구,AP별 이용량(GB),anomaly,latitude,longitude
YC040003,양천구,859.394688,1,37.5171,126.8663
YC170092,양천구,859.3645667,1,37.5171,126.8663
SC000025,서초구,858.8220503,1,37.4835,127.0322
YDP000016,영등포구,858.746742,1,37.5262,126.8959
WF120226,은평구,855.9805661,1,37.6024,126.9293
YC170076,양천구,855.6004289,1,37.5171,126.8663
WF205115,중구,855.316129,1,37.5636559,126.9975097
WF2020109,동대문구,851.9341632,1,37.5741982,127.0395092
SB020034,성북구,851.3289555,1,37.59,127.0165
YC170050,양천구,850.9251892,1,37.5171,126.8663
WF120427,중구,850.8904892,1,37.5636559,126.9975097
WN003877,성동구,849.7918436,1,37.5635,127.0365
GS180117,강서구,849.4539482,1,37.5509,126.8497
SB020044,성북구,849.4231354,1,37.59,127.0165
JG000061,중구,849.1583902,1,37.5636559,126.9975097
YS090001,용산구,848.9158918,1,37.5323,126.99
YC170101,양천구,848.4860258,1,37.5171,126.8663
WF110164,중구,847.888016,1,37.5636559,126.9975097
GS170044,강서구,847.8684675,1,37.5509,126.8497
SB140010,성북구,847.7462258,1,37.59,127.0165
WF171787,금천구,847.6621014,1,37.4565,126.8954
WF171232,성동구,847.0532816,1,37.5635,127.0365
WN003907,성동구,846.6937369,1,37.5635,127.0365
SB020039,성북구,845.9329017,1,37.59,127.0165
YS000015,용산구,845.5518559,1,37.5323,126.99
WF110095,중구,845.5442422,1,37.5636559,126.9975097
YS000047,용산구,845.2204181,1,37.5323,126.99
WF181036,성동구,844.2724268,1,37.5635,127.0365
YS000061,용산구,843.2776229,1,37.5323,126.99
WN000635,도봉구,842.9595298,1,37.6686,127.0466
WF190893,영등포구,842.7265568,1,37.5262,126.8959
WF191108,중구,842.6474462,1,37.5636559,126.9975097
WF190227,광진구,842.2272163,1,37.5384,127.0828
WF190579,동작구,840.3281422,1,37.5120999,126.9395
WF190957,용산구,840.0147609,1,37.5323,126.99
WF142431,용산구,839.4374635,1,37.5323,126.99
WF171799,금천구,838.8502289,1,37.4565,126.8954
WF181272,금천구,838.1610864,1,37.4565,126.8954
WF190450,노원구,838.0286769,1,37.654,127.0567
NW040005,노원구,837.8888993,1,37.654,127.0567
WF191180,중랑구,837.1311268,1,37.6063,127.093
GC060021,금천구,836.8765247,1,37.4565,126.8954
GR050004,구로구,836.0597264,1,37.4951999,126.8877
GA200004,관악구,835.1328209,1,37.4782,126.9518
GS040059,강서구,835.0951005,1,37.5509,126.8497
SD000435,성동구,833.6728594,1,37.5635,127.0365
MP020045,마포구,833.1375738,1,37.566571,126.9015317
WF205102,중구,833.0145635,1,37.5636559,126.9975097
WF171311,성북구,832.9822203,1,37.59,127.0165
WF191217,용산구,832.9592833,1,37.5323,126.99
WF151867,마포구,832.6457194,1,37.566571,126.9015317
YC030006,양천구,831.3578658,1,37.5171,126.8663
SIGMUL026,강서구,830.6066126,1,37.5509,126.8497
GS060012,강서구,830.5447881,1,37.5509,126.8497
DDM000045,동대문구,830.4737017,1,37.5741982,127.0395092
WF120378,중구,829.0070315,1,37.5636559,126.9975097
YC080014,양천구,828.3683584,1,37.5171,126.8663
WF191038,종로구,827.6292998,1,37.5806949,126.9827989
DDM000043,동대문구,826.8811986,1,37.5741982,127.0395092
GR030053,구로구,825.4562103,1,37.4951999,126.8877
WF200054,중구,824.8147502,1,37.5636559,126.9975097
WF161690,금천구,824.6898401,1,37.4565,126.8954
YC050016,양천구,823.6837856,1,37.5171,126.8663
SB090005,성북구,822.819028,1,37.59,127.0165
WF161687,금천구,822.6960574,1,37.4565,126.8954
YC050017,양천구,821.9565863,1,37.5171,126.8663
SC000007,서초구,821.5360857,1,37.4835,127.0322
GN130001,강남구,821.5338077,1,37.5177,127.0473
WF190033,강남구,821.1819834,1,37.5177,127.0473
SD000034,성동구,821.1049708,1,37.5635,127.0365
YC140001,양천구,820.6576158,1,37.5171,126.8663
GS180129,강서구,820.1295141,1,37.5509,126.8497
DDM000004,동대문구,818.7815186,1,37.5741982,127.0395092
GS180109,강서구,818.3989697,1,37.5509,126.8497
YC170011,양천구,818.3431838,1,37.5171,126.8663
WF120421,중구,817.842539,1,37.5636559,126.9975097
GN070082,강남구,817.7787129,1,37.5177,127.0473
YC170068,양천구,817.1456307,1,37.5171,126.8663
YC130007,양천구,816.7789991,1,37.5171,126.8663
GS100041,강서구,816.1487306,1,37.5509,126.8497
YC170021,양천구,814.2630335,1,37.5171,126.8663
DDM000018,동대문구,813.9037035,1,37.5741982,127.0395092
WN000636,도봉구,813.3501891,1,37.6686,127.0466
NW090001,노원구,812.873944,1,37.654,127.0567
EP000113,은평구,811.1631684,1,37.6024,126.9293
WF120064,서초구,810.5482862,1,37.4835,127.0322
YC060002,양천구,809.7593429,1,37.5171,126.8663
SP260028,송파구,808.9545222,1,37.5145,127.1058
GA050002,관악구,808.7059718,1,37.4782,126.9518
GD130076,강동구,808.448118,1,37.53,127.1237
DDM000012,동대문구,808.2904616,1,37.5741982,127.0395092
YC170099,양천구,808.1253748,1,37.5171,126.8663
YC080015,양천구,807.9044212,1,37.5171,126.8663
WF205108,중구,807.8790344,1,37.5636559,126.9975097
GR150016,구로구,807.7740252,1,37.4951999,126.8877
GS040025,강서구,807.0654105,1,37.5509,126.8497
WF110127,중구,806.9960956,1,37.5636559,126.9975097
GB120002,강북구,805.5630149,1,37.6395,127.0255
WF190694,서대문구,805.2854379,1,37.5790747,126.9367861
WF110061,중구,804.2757406,1,37.5636559,126.9975097
SIGMUL029,강서구,804.2075072,1,37.5509,126.8497
WF201256,구로구,803.469818,1,37.4951999,126.8877
WF191170,중랑구,803.0416034,1,37.6063,127.093
WF201060,강동구,802.939628,1,37.53,127.1237
WF140048,은평구,802.6061735,1,37.6024,126.9293
YC130001,양천구,801.6392783,1,37.5171,126.8663
GA160003,관악구,801.4489598,1,37.4782,126.9518
GA070050,관악구,801.3680047,1,37.4782,126.9518
WF160057,마포구,800.1142528,1,37.566571,126.9015317
YC170067,양천구,799.0656393,1,37.5171,126.8663
NW160060,노원구,798.6443124,1,37.654,127.0567
WF181183,은평구,796.5739452,1,37.6024,126.9293
GB110024,강북구,796.1002459,1,37.6395,127.0255
YS000057,용산구,795.5455381,1,37.5323,126.99
WF200102,중구,795.1997406,1,37.5636559,126.9975097
WF190010,강남구,795.1201317,1,37.5177,127.0473
WF142044,마포구,795.0293295,1,37.566571,126.9015317
GB070006,강북구,794.3784681,1,37.6395,127.0255
GA070005,관악구,794.2508304,1,37.4782,126.9518
SC030001,서초구,794.0395401,1,37.4835,127.0322
GN070066,강남구,793.8727206,1,37.5177,127.0473
GA160002,관악구,792.9699469,1,37.4782,126.9518
GN070009,강남구,792.4321971,1,37.5177,127.0473
YC160011,양천구,791.1796233,1,37.5171,126.8663
DDM000009,동대문구,790.2240585,1,37.5741982,127.0395092
SB160002,성북구,789.8963083,1,37.59,127.0165
YS040010,용산구,789.1652881,1,37.5323,126.99
DDM000036,동대문구,787.5470961,1,37.5741982,127.0395092
SC000038,서초구,785.245933,1,37.4835,127.0322
WF110184,중구,784.7041675,1,37.5636559,126.9975097
YC170001,양천구,784.3668112,1,37.5171,126.8663
JG100001,중구,784.0772589,1,37.5636559,126.9975097
SB020048,성북구,784.0343659,1,37.59,127.0165
GS040036,강서구,783.8963197,1,37.5509,126.8497
WF181326,서초구,783.7389237,1,37.4835,127.0322
GN070060,강남구,782.9574097,1,37.5177,127.0473
WF205126,중구,782.572871,1,37.5636559,126.9975097
GJ100039,광진구,781.8335038,1,37.5384,127.0828
WF201086,강동구,781.7904324,1,37.53,127.1237
NW160063,노원구,781.1632073,1,37.654,127.0567
WN003856,성동구,781.148295,1,37.5635,127.0365
DB040012,도봉구,780.8196049,1,37.6686,127.0466
DDM000019,동대문구,779.4551842,1,37.5741982,127.0395092
YC170062,양천구,778.6125129,1,37.5171,126.8663
NW140001,노원구,778.607276,1,37.654,127.0567
YC170104,양천구,778.5520583,1,37.5171,126.8663
WF200079,중구,778.1903676,1,37.5636559,126.9975097
NW010016,노원구,777.5617304,1,37.654,127.0567
GA130004,관악구,777.4255764,1,37.4782,126.9518
GD130024,강동구,777.3967833,1,37.53,127.1237
YC070008,양천구,777.2728232,1,37.5171,126.8663
DB030010,도봉구,777.1825855,1,37.6686,127.0466
GB020001,강북구,777.0018324,1,37.6395,127.0255
WN003817,성동구,776.987544,1,37.5635,127.0365
YC170041,양천구,776.9143452,1,37.5171,126.8663
YC010001,양천구,776.7787175,1,37.5171,126.8663
YC130003,양천구,776.6328456,1,37.5171,126.8663
WF201931,동대문구,776.3370615,1,37.5741982,127.0395092
YS000043,용산구,775.9830931,1,37.5323,126.99
WF110054,중구,775.8709287,1,37.5636559,126.9975097
WF120220,은평구,775.3188266,1,37.6024,126.9293
YDP140001,영등포구,775.1532692,1,37.5262,126.8959
WF205109,중구,774.8302614,1,37.5636559,126.9975097
SB020016,성북구,774.5059019,1,37.59,127.0165
YC170063,양천구,773.6364544,1,37.5171,126.8663
SB020032,성북구,773.22136,1,37.59,127.0165
GS140032,강서구,772.8808149,1,37.5509,126.8497
YC170097,양천구,772.7583336,1,37.5171,126.8663
SD000061,성동구,772.6561985,1,37.5635,127.0365
YC120009,양천구,771.7104908,1,37.5171,126.8663
WF2020105,동대문구,771.6826024,1,37.5741982,127.0395092
WF160013,마포구,771.2578366,1,37.566571,126.9015317
WN003876,성동구,771.1310054,1,37.5635,127.0365
WF120451,중구,770.9296697,1,37.5636559,126.9975097
WF190171,강서구,770.2497512,1,37.5509,126.8497
GB070002,강북구,769.3391776,1,37.6395,127.0255
WN003872,성동구,768.885965,1,37.5635,127.0365
YC150001,양천구,768.6012537,1,37.5171,126.8663
YC170030,양천구,768.1203022,1,37.5171,126.8663
SIGMUL016,강서구,767.6916359,1,37.5509,126.8497
EP120003,은평구,766.6635561,1,37.6024,126.9293
GN110085,강남구,764.9545206,1,37.5177,127.0473
GA070040,관악구,764.305275,1,37.4782,126.9518
GB060002,강북구,763.7367252,1,37.6395,127.0255
YC170072,양천구,763.1207263,1,37.5171,126.8663
WF190041,강남구,761.8539204,1,37.5177,127.0473
SDM050088,서대문구,761.0613595,1,37.5790747,126.9367861
GS120018,강서구,761.0210522,1,37.5509,126.8497
SB020045,성북구,759.7720295,1,37.59,127.0165
EP000077,은평구,759.6595231,1,37.6024,126.9293
DB050015,도봉구,759.1149594,1,37.6686,127.0466
EP070027,은평구,757.3588852,1,37.6024,126.9293
WF120333,중구,757.1854924,1,37.5636559,126.9975097
EP000003,은평구,757.1111198,1,37.6024,126.9293
WF110103,중구,757.0551094,1,37.5636559,126.9975097
YC130008,양천구,756.3927494,1,37.5171,126.8663
SDM110014,서대문구,756.3679788,1,37.5790747,126.9367861
WF171781,금천구,756.0091395,1,37.4565,126.8954
MP020058,마포구,755.9259393,1,37.566571,126.9015317
GB070003,강북구,755.7674825,1,37.6395,127.0255
GN070043,강남구,755.5856565,1,37.5177,127.0473
GB030001,강북구,754.5356198,1,37.6395,127.0255
WF160069,마포구,754.5238554,1,37.566571,126.9015317
YDP180001,영등포구,753.7659646,1,37.5262,126.8959
YC160003,양천구,753.2499902,1,37.5171,126.8663
WN003875,성동구,753.2121739,1,37.5635,127.0365
JG090002,중구,753.1792026,1,37.5636559,126.9975097
YDP000036,영등포구,752.5955404,1,37.5262,126.8959
GN070086,강남구,752.5169654,1,37.5177,127.0473
WN003893,성동구,752.3746871,1,37.5635,127.0365
WF2020107,동대문구,751.8291456,1,37.5741982,127.0395092
YC060007,양천구,751.5825332,1,37.5171,126.8663
GS120055,강서구,751.3331774,1,37.5509,126.8497
GD130115,강동구,750.6894472,1,37.53,127.1237
YDP000046,영등포구,750.6537419,1,37.5262,126.8959
SIGMUL007,강서구,750.2532628,1,37.5509,126.8497
GA070039,관악구,750.2119839,1,37.4782,126.9518
WN003887,성동구,749.8546744,1,37.5635,127.0365
WN003863,성동구,749.7683827,1,37.5635,127.0365
WF190431,노원구,749.2314012,1,37.654,127.0567
WF190415,노원구,748.8198531,1,37.654,127.0567
SP260085,송파구,748.8113681,1,37.5145,127.1058
WF120420,중구,748.8043928,1,37.5636559,126.9975097
YS050001,용산구,748.193666,1,37.5323,126.99
GS100043,강서구,748.1382524,1,37.5509,126.8497
WN000700,도봉구,748.1018659,1,37.6686,127.0466
WF200098,은평구,748.0234122,1,37.6024,126.9293
GA070036,관악구,747.1048708,1,37.4782,126.9518
WF191030,은평구,746.759121,1,37.6024,126.9293
YC070003,양천구,746.6832695,1,37.5171,126.8663
SP260037,송파구,746.2833063,1,37.5145,127.1058
YC170073,양천구,746.0381539,1,37.5171,126.8663
NW160071,노원구,744.6952028,1,37.654,127.0567
WF181120,노원구,744.0160038,1,37.654,127.0567
GR030025,구로구,743.7731118,1,37.4951999,126.8877
GR010018,구로구,743.603371,1,37.4951999,126.8877
WF110051,중구,742.8550312,1,37.5636559,126.9975097
HT210027,중구,742.1967545,1,37.5636559,126.9975097
WF201099,강동구,742.09885,1,37.53,127.1237
YC100005,양천구,741.5966277,1,37.5171,126.8663
SB020021,성북구,741.3824635,1,37.59,127.0165
WF201853,강동구,740.2776739,1,37.53,127.1237
WN003897,성동구,739.828978,1,37.5635,127.0365
SD000442,성동구,739.7778805,1,37.5635,127.0365
WF200140,서초구,739.4097265,1,37.4835,127.0322
GB020005,강북구,739.1135469,1,37.6395,127.0255
GS150007,강서구,737.8175602,1,37.5509,126.8497
GD130048,강동구,737.5425332,1,37.53,127.1237
SD000433,성동구,736.8830499,1,37.5635,127.0365
WN003815,성동구,736.3703068,1,37.5635,127.0365
WF171013,종로구,736.1009817,1,37.5806949,126.9827989
WF191135,중구,736.0757776,1,37.5636559,126.9975097
MP010064,마포구,735.9281142,1,37.566571,126.9015317
WF190850,양천구,735.8889811,1,37.5171,126.8663
GA070083,관악구,735.6828061,1,37.4782,126.9518
WF200068,중구,735.6407289,1,37.5636559,126.9975097
YC090008,양천구,734.9679231,1,37.5171,126.8663
GB110022,강북구,734.3704893,1,37.6395,127.0255
SDM050070,서대문구,734.2188913,1,37.5790747,126.9367861
EP050007,은평구,733.1267829,1,37.6024,126.9293
GD130056,강동구,732.8044867,1,37.53,127.1237
YC020004,양천구,732.5276616,1,37.5171,126.8663
YS130001,용산구,732.2105138,1,37.5323,126.99
DDM000034,동대문구,731.8544737,1,37.5741982,127.0395092
WF191167,중랑구,730.9822744,1,37.6063,127.093
YS000062,용산구,730.5286248,1,37.5323,126.99
YC150014,양천구,730.0377886,1,37.5171,126.8663
WF120235,은평구,729.4196006,1,37.6024,126.9293
GR060049,구로구,728.3105951,1,37.4951999,126.8877
GA120001,관악구,728.2992385,1,37.4782,126.9518
WF190462,노원구,728.1501279,1,37.654,127.0567
GR040032,구로구,727.7913392,1,37.4951999,126.8877
YC170090,양천구,727.7576518,1,37.5171,126.8663
WF200097,은평구,727.5864066,1,37.6024,126.9293
GB040002,강북구,727.5224049,1,37.6395,127.0255
YDP200004,영등포구,727.3964369,1,37.5262,126.8959
WF190746,성동구,726.5393997,1,37.5635,127.0365
JG000004,중구,726.4580285,1,37.5636559,126.9975097
GN220009,강남구,725.4208504,1,37.5177,127.0473
WN003808,성동구,724.9541593,1,37.5635,127.0365
SB160004,성북구,724.8235604,1,37.59,127.0165
SC000053,서초구,724.6065349,1,37.4835,127.0322
SDM050087,서대문구,724.3184768,1,37.5790747,126.9367861
WF191174,중랑구,724.1861038,1,37.6063,127.093
WF110071,중구,724.183468,1,37.5636559,126.9975097
WF190562,동작구,724.0908453,1,37.5120999,126.9395
WN000673,도봉구,723.2575183,1,37.6686,127.0466
WF120178,성동구,722.3599988,1,37.5635,127.0365
SB090004,성북구,722.1294563,1,37.59,127.0165
WF110090,중구,721.827468,1,37.5636559,126.9975097
NW040006,노원구,720.4741414,1,37.654,127.0567
WN003849,성동구,720.3388111,1,37.5635,127.0365
WF190560,동작구,719.798881,1,37.5120999,126.9395
WF120384,중구,719.7322992,1,37.5636559,126.9975097
GD130044,강동구,718.212912,1,37.53,127.1237
WF171431,노원구,717.490902,1,37.654,127.0567
EP000049,은평구,715.611213,1,37.6024,126.9293
SB160001,성북구,715.4690842,1,37.59,127.0165
GB110010,강북구,715.0386767,1,37.6395,127.0255
WF120423,중구,714.6804968,1,37.5636559,126.9975097
GS080026,강서구,714.4967344,1,37.5509,126.8497
WF110100,중구,714.4196437,1,37.5636559,126.9975097
YS120001,용산구,714.0946529,1,37.5323,126.99
WF160027,마포구,713.8861074,1,37.566571,126.9015317
WF190565,동작구,713.5840249,1,37.5120999,126.9395
YC130009,양천구,712.9021918,1,37.5171,126.8663
SD000378,성동구,712.8916994,1,37.5635,127.0365
WF190779,성북구,712.8336651,1,37.59,127.0165
WF140044,은평구,712.6891005,1,37.6024,126.9293
NW030004,노원구,711.8719277,1,37.654,127.0567
WF110097,중구,711.6726871,1,37.5636559,126.9975097
WN003964,성동구,711.5554638,1,37.5635,127.0365
MP010051,마포구,711.4597335,1,37.566571,126.9015317
WF160087,마포구,710.4158094,1,37.566571,126.9015317
WF191155,중구,709.7462262,1,37.5636559,126.9975097
YDP150001,영등포구,709.6761207,1,37.5262,126.8959
YC060011,양천구,709.4443845,1,37.5171,126.8663
GS100035,강서구,709.3701197,1,37.5509,126.8497
YC140007,양천구,709.2348773,1,37.5171,126.8663
MP020059,마포구,708.6887057,1,37.566571,126.9015317
NW160077,노원구,707.0820859,1,37.654,127.0567
SD000295,성동구,706.3246209,1,37.5635,127.0365
YC010013,양천구,706.2757436,1,37.5171,126.8663
WN003898,성동구,706.2428567,1,37.5635,127.0365
DDM000040,동대문구,705.6428059,1,37.5741982,127.0395092
WN000659,도봉구,705.1236493,1,37.6686,127.0466
YC170039,양천구,705.0552489,1,37.5171,126.8663
WF171014,종로구,704.3311059,1,37.5806949,126.9827989
WF142437,용산구,704.3143829,1,37.5323,126.99
EP050013,은평구,703.9712227,1,37.6024,126.9293
GD130022,강동구,703.9097337,1,37.53,127.1237
YC080002,양천구,703.8921902,1,37.5171,126.8663
EP000017,은평구,703.5306564,1,37.6024,126.9293
WF190933,용산구,703.1890204,1,37.5323,126.99
GS090024,강서구,701.2649505,1,37.5509,126.8497
WN000712,도봉구,701.170987,1,37.6686,127.0466
WN003813,성동구,700.7415194,1,37.5635,127.0365
GS010008,강서구,700.6042905,1,37.5509,126.8497
WF191101,종로구,700.43943,1,37.5806949,126.9827989
YDP000019,영등포구,700.2082809,1,37.5262,126.8959
SD000407,성동구,700.0616111,1,37.5635,127.0365
GS140030,강서구,698.583289,1,37.5509,126.8497
GR030033,구로구,698.5653514,1,37.4951999,126.8877
NW060001,노원구,698.2224648,1,37.654,127.0567
GB070007,강북구,697.9479031,1,37.6395,127.0255
MP030006,마포구,697.682598,1,37.566571,126.9015317
SB020035,성북구,697.3493732,1,37.59,127.0165
SC000050,서초구,696.9181328,1,37.4835,127.0322
SB020023,성북구,695.4731201,1,37.59,127.0165
YS000060,용산구,694.309984,1,37.5323,126.99
GN120007,강남구,693.3357614,1,37.5177,127.0473
NW160030,노원구,693.1051116,1,37.654,127.0567
WF181295,동작구,692.7687816,1,37.5120999,126.9395
WF190433,노원구,692.7074066,1,37.654,127.0567
GS110012,강서구,691.7583379,1,37.5509,126.8497
WF200026,중구,691.7573124,1,37.5636559,126.9975097
YS000042,용산구,691.4314929,1,37.5323,126.99
WF205112,중구,690.9301035,1,37.5636559,126.9975097
WN000665,도봉구,688.8669476,1,37.6686,127.0466
YC170088,양천구,688.8370761,1,37.5171,126.8663
SB020028,성북구,688.5259076,1,37.59,127.0165
YC120001,양천구,688.4510429,1,37.5171,126.8663
WN003805,성동구,688.3385765,1,37.5635,127.0365
WF160077,마포구,687.3112016,1,37.566571,126.9015317
WF110108,중구,686.7184404,1,37.5636559,126.9975097
YC170048,양천구,686.6305384,1,37.5171,126.8663
YC110001,양천구,686.6106302,1,37.5171,126.8663
EP000009,은평구,686.0688908,1,37.6024,126.9293
WF191124,중구,685.9554766,1,37.5636559,126.9975097
WF110118,중구,685.0598634,1,37.5636559,126.9975097
GB010001,강북구,684.3786672,1,37.6395,127.0255
SC000062,서초구,684.1646435,1,37.4835,127.0322
WF200035,중구,684.1277913,1,37.5636559,126.9975097
WF161263,관악구,683.9898313,1,37.4782,126.9518
GB060004,강북구,683.7603108,1,37.6395,127.0255
SB090002,성북구,682.8337976,1,37.59,127.0165
GA150002,관악구,682.7175263,1,37.4782,126.9518
WN000656,도봉구,682.2712474,1,37.6686,127.0466
NW150002,노원구,681.6246484,1,37.654,127.0567
GN070041,강남구,680.9051565,1,37.5177,127.0473
WF161661,금천구,680.7063817,1,37.4565,126.8954
GJ070002,광진구,680.5247764,1,37.5384,127.0828
WF110088,중구,680.5202507,1,37.5636559,126.9975097
NW170001,노원구,680.4264757,1,37.654,127.0567
WF161245,관악구,679.8481086,1,37.4782,126.9518
WF110203,중구,678.8896734,1,37.5636559,126.9975097
WF201592,양천구,678.5171981,1,37.5171,126.8663
GS100068,강서구,678.3096408,1,37.5509,126.8497
NW010001,노원구,677.3174365,1,37.654,127.0567
EP000022,은평구,677.2457712,1,37.6024,126.9293
DDM000030,동대문구,677.0000293,1,37.5741982,127.0395092
JG180002,중구,676.9144372,1,37.5636559,126.9975097
YDP010002,영등포구,676.5950953,1,37.5262,126.8959
GN070050,강남구,676.1410777,1,37.5177,127.0473
WF200014,중구,675.9318334,1,37.5636559,126.9975097
WF152332,송파구,675.4830395,1,37.5145,127.1058
WF131728,마포구,675.0612113,1,37.566571,126.9015317
NW120005,노원구,674.828292,1,37.654,127.0567
