r1,r2,r3,r4,x,y,security_type,timestamp
-92.54493563202291,-64.53778423592235,-83.52936465677041,-74.91069543088975,67.38388982700046,92.05358851025547,WPA2,2024-01-01 01:08:00
-1.311306339948274,-71.27610083459183,-66.97849351285024,-32.39737119474525,84.68872244289528,1.2003027272682543,WPA2,2024-01-01 01:09:00
-22.77552307033426,-70.36918795440099,-24.3248494311365,-29.33701301212905,32.4329377351518,55.28148757183491,None,2024-01-01 01:10:00
-80.12843184658276,-76.63922489500901,-48.06141404960626,-38.99925829205143,67.64837495206044,74.0663581066626,WPA2,2024-01-01 01:11:00
-99.44778828763975,-95.79068103636381,-79.51187258492874,-68.70926057863518,59.42418273085972,48.50179875240413,WPA2,2024-01-01 01:12:00
-18.453857154516584,-98.21260652665862,-12.216992184795913,-72.89037462359343,60.3150120122947,8.540303016272166,WPA2,2024-01-01 01:13:00
-29.314265615238284,-1.2277610263968484,-12.041814504847082,-40.23317172972969,68.25324595377215,97.24613900279022,WPA2,2024-01-01 01:14:00
-27.099283195901265,-57.22268662641377,-12.942157495399314,-13.390436638830849,57.53591731290986,51.801043137609796,WPA2,2024-01-01 01:15:00
-22.872965331405425,-61.567335284031834,-76.12037886184606,-5.326627107660443,42.906236930266594,61.41862443190114,WPA2,2024-01-01 01:16:00
-92.59553482659096,-32.03527173069301,-54.87606558190119,-89.40941955962424,27.592269438054686,23.660978270750732,WPA2,2024-01-01 01:17:00
-64.15342714557275,-78.17461121349359,-1.5010343859124902,-84.51713874022802,76.8581330913202,48.34980851068038,WPA2,2024-01-01 01:18:00
-88.41309404748702,-5.003881604977465,-22.798752369000965,-5.5263741216920295,22.62724300031862,42.914949195832186,WPA2,2024-01-01 01:19:00
-13.689657412440653,-21.3654985584448,-97.28325787744402,-26.346477166520742,69.23543061544142,7.489584200198374,WPA2,2024-01-01 01:20:00
-37.670187317244206,-91.05889976877405,-93.4795408739508,-11.700617517022692,23.333282264932663,10.616035354746723,None,2024-01-01 01:21:00
-66.91019751473507,-58.24192242150716,-53.60686231876672,-79.73673658646568,62.53301699544539,83.74725196187745,WPA2,2024-01-01 01:22:00
-93.64416497139763,-12.088169243783526,-9.077979413843991,-41.241412889059816,74.70782671290289,23.981995220659023,WPA2,2024-01-01 01:23:00
-68.90176782843378,-5.526797770858977,-46.129820204728574,-29.88604055825263,21.87138889065392,19.495827149863054,WPA2,2024-01-01 01:24:00
-67.48166779732529,-53.25984887501303,-50.218749196570975,-31.988811455302738,5.994330086130828,50.49114512501392,WPA2,2024-01-01 01:25:00
-27.03938216619359,-38.65886107892923,-89.45263000433694,-59.18483091333019,13.097374299417408,76.87471313625129,WEP,2024-01-01 01:26:00
-36.24425286447869,-83.29660539079248,-34.321989527570594,-98.46051083086915,60.59969672710255,6.194651857898792,WPA2,2024-01-01 01:27:00
-11.278725742367342,-0.8831373863023515,-17.78968393997745,-41.70739431957369,84.94464062257356,57.680791963825584,WEP,2024-01-01 01:28:00
-52.77850748380507,-76.83282986165565,-61.95799924924377,-74.68984608203913,4.499682123542437,11.921044284057336,WPA2,2024-01-01 01:29:00
-88.04057540616984,-5.72682258648743,-22.438814907467247,-54.97457538571096,73.41512590416463,3.6461050825618457,WPA2,2024-01-01 01:30:00
-28.675521277700497,-35.03533510076315,-3.5523346099188444,-4.241898491618272,34.13186459500521,5.274395216221739,WEP,2024-01-01 01:31:00
-23.921495138310263,-39.226320512114086,-79.62335408723109,-60.096468235756525,47.85283699195225,83.41641082084413,WPA2,2024-01-01 01:32:00
-43.872280243050376,-48.73114889834914,-47.66703688052587,-16.01983933355733,92.88595498455656,11.797248362806156,WPA2,2024-01-01 01:33:00
-22.903282004543897,-76.93301882822414,-71.28620419154245,-81.14593942507489,33.19715047358455,4.515136441229195,WPA2,2024-01-01 01:34:00
-50.620440363560924,-82.34719679944916,-20.71455809661606,-32.75395019749712,46.5336933939486,43.789988714291226,WEP,2024-01-01 01:35:00
-47.72671706180059,-77.95137909298246,-42.24066341188425,-2.2993045561056533,1.3682414760681105,84.39934719420248,WPA2,2024-01-01 01:36:00
-57.24589816414504,-81.35617378557455,-36.54175824496962,-89.81068991270632,8.159872000483837,26.240837648930192,WEP,2024-01-01 01:37:00
-97.45808732559048,-22.041552643324664,-20.208584038410592,-99.1680057772808,25.859159113478402,42.17126175259164,WPA2,2024-01-01 01:38:00
-89.21085730066956,-64.98747408332699,-60.40295273375451,-56.64172073673856,2.7852240821074403,3.9922532563751223,WEP,2024-01-01 01:39:00
-96.85708143132658,-94.21573234366036,-8.490993159295684,-90.73745169486328,63.1375326048251,44.907851413487585,WPA2,2024-01-01 01:40:00
-36.35895887362196,-3.0897369859188615,-46.697113275386,-25.16156503237687,42.63983568016225,57.761308063713365,WEP,2024-01-01 01:41:00
-68.56440189236733,-11.621411503657427,-84.2045177164652,-8.54513361514411,54.814520272802206,57.090705375214476,WPA2,2024-01-01 01:42:00
-49.14293088352972,-7.22477168047871,-30.410088183119754,-56.597902729124115,17.464718589632955,33.242669217436514,None,2024-01-01 01:43:00
-9.243352607390705,-0.5092177353564722,-20.673864956174555,-74.1288357844559,29.593202943661613,31.55331806631355,WPA2,2024-01-01 01:44:00
-75.07077708511251,-82.61047507805127,-68.32383229324734,-56.55966809933902,66.38244748527251,10.662361893659789,WPA2,2024-01-01 01:45:00
-58.961707696437024,-60.37579810973413,-14.282074300124705,-27.655218214999906,96.53027236303998,36.67983206462684,WPA2,2024-01-01 01:46:00
-24.444886145695136,-24.17615242959087,-9.385674523423361,-99.0945838419629,5.04167736022092,9.949466887296465,WPA2,2024-01-01 01:47:00
-77.12018345083776,-30.397938194620778,-72.3095512622191,-41.054601051530284,89.03843208552661,76.65959447120517,WPA2,2024-01-01 01:48:00
-92.3020090171207,-84.6104093660145,-1.647852728477801,-38.670831511262094,57.68812013112085,96.62742977481858,None,2024-01-01 01:49:00
-71.0248547086232,-18.416687500938224,-85.92884719512416,-36.23117531040645,56.39195667556237,97.00744566667069,None,2024-01-01 01:50:00
-83.87787127459956,-77.55594281633392,-79.798433159751,-75.79779200191228,50.027853520776034,86.50710993753938,WPA2,2024-01-01 01:51:00
-7.030234765742691,-77.6182385177377,-81.57751607619738,-28.594727662187324,6.9394085904183385,60.07921493396191,None,2024-01-01 01:52:00
-19.1879620435583,-46.30255771065864,-10.601028999212957,-90.86085136682236,8.987685173616066,70.086569724388,WPA2,2024-01-01 01:53:00
-36.65962434895766,-40.706006515829685,-34.57074476750381,-80.07296635331991,60.09120056590861,28.520580268041407,WPA2,2024-01-01 01:54:00
-12.853940981228234,-41.99137921621888,-84.78957167777271,-12.252995334551812,34.09585714355583,63.077042017262066,WEP,2024-01-01 01:55:00
-19.632792310088547,-90.85131626022451,-55.967658163165105,-26.127684927343367,91.72680665776807,45.56495494398774,WEP,2024-01-01 01:56:00
-81.34299411139642,-12.253913736961962,-38.470197493019796,-98.62544459886547,40.659053735947225,48.20173397769325,None,2024-01-01 01:57:00
-10.744100151002229,-73.4399957411294,-91.65359150106167,-75.16237396301997,14.328145870264109,75.7776560375158,WPA2,2024-01-01 01:58:00
-46.06577580843493,-87.04850787171958,-11.758363159266125,-78.55935170068355,71.4718833502036,28.191835559725163,WEP,2024-01-01 01:59:00
-19.25598448359375,-11.125192013102279,-19.63964645584649,-72.91936719630274,29.335342144100984,31.803961169451988,WPA2,2024-01-01 02:00:00
-10.390870007650676,-4.434850177024657,-49.47932264233618,-75.24402297201135,52.54703073558932,92.46417911286366,WPA2,2024-01-01 02:01:00
-68.19965250281362,-13.787238273454932,-3.287338474082958,-93.74737042571543,69.783278550517,5.622429485097225,WPA2,2024-01-01 02:02:00
-88.99480754723233,-19.048392527512192,-58.22390207249003,-54.105948340317966,90.02641112020704,48.56342984133404,None,2024-01-01 02:03:00
-77.20648374580583,-34.475801936097824,-1.5889680963502144,-26.726652521383485,79.2191194801676,91.28008004078617,WEP,2024-01-01 02:04:00
-57.28922113737437,-44.91426293908607,-33.20800011963729,-39.32682752825636,67.63610678727241,61.0363007818157,WEP,2024-01-01 02:05:00
-18.198523407750685,-91.30132400885898,-36.532872674605855,-32.71283314019202,67.96331823951436,54.64070742121321,WPA2,2024-01-01 02:06:00
-13.92694167436565,-59.154678692930126,-83.4045104704215,-91.88508214637608,94.59246440320865,24.974417922935523,WPA2,2024-01-01 02:07:00
-99.30478694688092,-62.7311482987686,-11.807224169535601,-4.850928982321278,29.582409749653603,34.327548906444825,WPA2,2024-01-01 02:08:00
-48.92526974224343,-74.02462162396738,-57.25103120793848,-16.150816615697522,0.11120941961874076,85.20484158046929,WPA2,2024-01-01 02:09:00
-58.2588996851221,-27.657988631141507,-83.77665942175207,-19.49096815043373,27.19545593981987,55.921813176845816,WPA2,2024-01-01 02:10:00
-77.78921895292697,-50.41242649212292,-98.73924800242409,-17.701619495823252,21.7891379626744,51.47421937567799,WEP,2024-01-01 02:11:00
-88.01346326663172,-91.8953784092352,-44.024431636161744,-6.728949186723867,66.18345851139982,9.957971354002893,WPA2,2024-01-01 02:12:00
-66.2384828596372,-77.98167980501887,-47.260037787732365,-45.57460338863023,63.3711599765529,1.6028156455123121,WPA2,2024-01-01 02:13:00
-5.709029608748082,-31.674123634040413,-28.06463776308415,-79.9717982132374,59.34613827047238,96.36851886870491,WPA2,2024-01-01 02:14:00
-67.67970679792447,-92.38691405096998,-10.97419469821979,-38.321639214745886,1.62434432094537,37.698616728684165,WPA2,2024-01-01 02:15:00
-48.12093782566339,-14.879308595123135,-92.05934153569704,-25.711850633206097,72.87780544506475,60.32130620995043,WPA2,2024-01-01 02:16:00
-29.69810411048222,-50.48534729860257,-26.85035096596377,-26.20826066459746,32.353041248549154,7.971507318728499,None,2024-01-01 02:17:00
-63.6370397620706,-51.9413422673352,-81.25880559024178,-47.85509758331199,66.50559890066312,68.31142857230465,WEP,2024-01-01 02:18:00
-2.8217917279039284,-40.75922153404824,-14.182294684283605,-93.15412806664219,55.65784285021533,93.2566708705961,WEP,2024-01-01 02:19:00
-3.7552705057888716,-17.53190340748509,-18.09364861383439,-62.88870615698722,34.27309254279072,57.56652529974197,WPA2,2024-01-01 02:20:00
-74.82177041746358,-65.21907920978069,-45.92062450144556,-7.923339153664273,13.457626710410775,12.611532237541056,WPA2,2024-01-01 02:21:00
-50.27514941076146,-32.198384744093644,-28.975720137668844,-41.5551090242574,9.441889766048096,58.172152747347674,WPA2,2024-01-01 02:22:00
-69.91216901832303,-43.4268036004209,-68.56498868162515,-46.16680567442866,83.15183331122236,76.63472131046524,WEP,2024-01-01 02:23:00
-71.51595056225324,-73.29717298305786,-52.883210106718536,-73.11464856178065,91.8397542081558,40.64165365740187,WEP,2024-01-01 02:24:00
-96.31130526454672,-12.137001364484206,-17.83631022895284,-63.15510800834211,64.97880467642996,87.98377479414678,WPA2,2024-01-01 02:25:00
-39.043566602010316,-20.25739783930719,-54.07348028267861,-10.465391084683077,10.343411486048337,64.86829533573645,WPA2,2024-01-01 02:26:00
-49.73209767711385,-34.15481653415745,-64.22017346745582,-33.35369524731642,40.20272168882407,89.92489182892025,WPA2,2024-01-01 02:27:00
-94.85212487500107,-14.941827090575813,-50.578755274970014,-21.261297324766716,72.89392001051573,62.35053112473372,WEP,2024-01-01 02:28:00
-72.13535357633886,-13.270579904019769,-17.175074756278164,-54.565457693234485,77.9820884010068,13.128797200482422,None,2024-01-01 02:29:00
-9.173411403334626,-29.163702328496527,-66.47919526291273,-36.975278054384205,11.82186222910886,30.96917111051891,WPA2,2024-01-01 02:30:00
-76.04381093330275,-16.2986671636328,-82.62384068642562,-75.16163912567924,0.003071884538241587,20.17949482524569,WPA2,2024-01-01 02:31:00
-85.5105127908777,-30.25285383307164,-28.798597966921918,-29.453916971651367,71.2137045880605,90.88264977168623,WPA2,2024-01-01 02:32:00
-51.0547239722437,-31.985922823969958,-17.402178729191817,-57.23986662966627,35.659617598620564,76.04000672874827,WPA2,2024-01-01 02:33:00
-1.4349545889399309,-38.13886217848157,-89.93625214764667,-55.74544851852544,25.448133161826025,67.6398368910006,WPA2,2024-01-01 02:34:00
-75.79447284884996,-24.728336044235874,-76.01258872440553,-35.06776754231183,1.289746978952544,30.096631963162167,WPA2,2024-01-01 02:35:00
-32.78644525941215,-84.13948947069264,-85.80280102390061,-6.37193785310734,54.02994067614997,18.40447720502135,WEP,2024-01-01 02:36:00
-23.838038467128243,-11.91292408010716,-65.20585884178334,-93.5993653391379,85.11507354259817,75.64510879889119,WEP,2024-01-01 02:37:00
-76.23624560076003,-12.815647225476795,-54.964902109458734,-17.52567626529924,95.76316462725879,47.41579458790797,WPA2,2024-01-01 02:38:00
-27.178365138814044,-97.07527169654409,-25.117366303669357,-70.7616889587807,56.574495061328925,22.578955215062912,WEP,2024-01-01 02:39:00
-63.22168672807468,-17.41832494352373,-34.88524151183259,-55.608054549362215,51.44613277398942,61.66219781652751,WPA2,2024-01-01 02:40:00
-36.76941694064205,-87.11301325265548,-37.907143252156885,-97.8086671224991,8.50563854892411,4.0333852138451975,WPA2,2024-01-01 02:41:00
-36.64702892391053,-66.48811457408581,-64.76250533903456,-69.8953922165687,54.887280154259976,32.61702541282535,WPA2,2024-01-01 02:42:00
-46.42253159252415,-25.64917437083922,-15.855244691524007,-49.73687573698695,37.99790789653946,46.85569945911347,WPA2,2024-01-01 02:43:00
-90.97102299455918,-83.92401039516918,-52.871283260183546,-94.3823922652561,60.71352808835769,14.795833410940585,WPA2,2024-01-01 02:44:00
-16.4697504410762,-18.203297588093776,-2.0895061984845427,-50.89042706168348,38.87263478765467,98.46544775908396,WPA2,2024-01-01 02:45:00
-67.92199350282641,-16.78658220422581,-36.58578617042632,-7.288937114157264,24.029912345036674,20.909736458961426,WPA2,2024-01-01 02:46:00
-81.34814896001458,-49.253226623916376,-87.37352584354973,-89.46067818921948,9.49652752283765,13.035313004326554,None,2024-01-01 02:47:00
-95.9224858445236,-99.36141282831665,-32.382243792456606,-23.55592719244956,31.491844458889574,20.35348738868964,WPA2,2024-01-01 02:48:00
-40.91070568117582,-71.29618668250872,-67.4895984568301,-59.032894662400736,9.664483428775227,76.90611331597242,WPA2,2024-01-01 02:49:00
-32.243563815771765,-38.30730816242578,-31.367280331390262,-34.48262854756619,17.689695082398394,42.55056592718428,WPA2,2024-01-01 02:50:00
-98.34121710721439,-1.8813821972576505,-93.03588518375943,-73.97634020147706,98.73361585795459,56.541593975253804,WEP,2024-01-01 02:51:00
-48.7906941700719,-36.81864729833316,-82.51185628240407,-84.05077374586418,44.41035569066186,2.1009156986360744,WPA2,2024-01-01 02:52:00
-77.3504224802062,-74.01964189358402,-14.426274109421371,-83.95373857287736,53.187176650501655,3.4431308573314556,WEP,2024-01-01 02:53:00
-35.482720959055015,-36.59942969003887,-77.28204429764851,-92.95080543568554,87.36185287372153,44.582554982701616,WPA2,2024-01-01 02:54:00
-82.56335709950085,-46.00146202841445,-16.295887475705996,-81.4353295098757,99.55689004906878,81.66552432016235,WPA2,2024-01-01 02:55:00
-30.90622618975341,-22.015460484885637,-72.07239115455896,-33.57806150110318,58.27144493446815,88.52388787075652,WPA2,2024-01-01 02:56:00
-61.32646536994626,-89.30193611730417,-35.71180899412923,-11.83093881564919,81.24738210441717,8.670656759564022,WPA2,2024-01-01 02:57:00
-6.32700112632655,-23.8972097497972,-30.584942649016895,-18.58743144088382,32.694102433667524,53.836310210102276,WPA2,2024-01-01 02:58:00
-86.24790558540067,-45.87334213238897,-48.734524685494705,-31.486569012551584,30.57439574472911,91.32296862792705,WPA2,2024-01-01 02:59:00
-65.89336489497416,-3.700799614100532,-69.46893233032688,-88.95681365888973,40.27037209945602,38.797275439788635,WPA2,2024-01-01 03:00:00
-88.65264787594108,-65.8127833961314,-78.73556236289039,-71.08125537040502,67.25072626736491,82.95658314283686,WPA2,2024-01-01 03:01:00
-7.530638172143725,-36.73781068660519,-96.68106454375737,-69.01931246775311,68.21916892550988,13.36956543994362,WPA2,2024-01-01 03:02:00
-12.266064661901893,-6.797189448998253,-69.60535987592762,-75.00430536023788,31.52394346494508,93.53944896677987,None,2024-01-01 03:03:00
-74.20583722848444,-89.74902720093208,-34.6837209468717,-48.49943402902769,13.320992413662868,75.14233175313026,WPA2,2024-01-01 03:04:00
-34.00159539658209,-6.277151276354886,-6.169518155151735,-46.44461851203274,63.239625646550856,94.13343927869016,WEP,2024-01-01 03:05:00
-18.277779979878417,-31.21142776991867,-12.8795517736948,-64.31140248288898,12.832586218876452,67.66172335525064,WEP,2024-01-01 03:06:00
-44.47991884005377,-93.21629408948282,-23.393522346469737,-64.62108412635641,57.84925082293301,36.3403931999427,WPA2,2024-01-01 03:07:00
-47.034942164399354,-69.90364330531838,-21.155265674670133,-17.14444020939186,69.3422128056309,93.81811725247225,WPA2,2024-01-01 03:08:00
-75.81477090995483,-29.182791135471845,-33.50150965240047,-21.07071516803144,70.06114963944516,27.556677630917846,WPA2,2024-01-01 03:09:00
-90.68972321941008,-93.26493985312283,-73.9713142433997,-69.22041683192543,75.34721106595967,33.21725220617326,WEP,2024-01-01 03:10:00
-10.278424204667331,-41.782953982372675,-9.280496929417012,-8.621155612674073,87.28594215656645,70.08084180017403,WEP,2024-01-01 03:11:00
-9.958194283666955,-65.41169430470433,-32.9267688094166,-4.718498299749399,49.995899196478845,76.53162995253862,WEP,2024-01-01 03:12:00
-36.68985427267321,-37.908448223252286,-43.95593690195601,-67.32574579699592,73.02491895295712,92.94034838491538,None,2024-01-01 03:13:00
-66.09702089512993,-95.42579661874872,-88.9010530786519,-64.55750512069451,61.91727353658367,20.48024090562095,WEP,2024-01-01 03:14:00
-65.07904253873392,-12.846319384762367,-55.29444561935746,-49.43658465780412,18.663993979768257,79.7998035219224,WPA2,2024-01-01 03:15:00
-27.404432112976068,-2.651103082260306,-53.96417287980737,-5.88791874663265,2.568964486940817,73.85460533969635,WPA2,2024-01-01 03:16:00
-10.288974004742286,-3.112214471430846,-13.54363904773301,-12.368056685768849,28.454138567693377,6.379455625359787,WEP,2024-01-01 03:17:00
-11.29135757348827,-25.034816825707523,-45.33517798122115,-89.74320374164103,44.30337063376194,38.722314121020695,WPA2,2024-01-01 03:18:00
-22.012445414237618,-86.9913759869368,-61.95994510295903,-60.72692567285838,61.71059444286563,28.27654570600986,WPA2,2024-01-01 03:19:00
